WKT,latitude,longitude,brightness,scan,track,acq_date,acq_time,acq_datetime,confidence,brightness_2,frp
"POINT (-66.05621 46.08589)",46.08589,-66.05621,303.36,0.44,0.62,2023-10-01,527,2023/10/01 05:27:00+00,n,279.74,0.89
"POINT (-66.01771 45.27741)",45.27741,-66.01771,296.07,0.43,0.62,2023-10-01,527,2023/10/01 05:27:00+00,n,283.46,0.76
"POINT (-66.02265 45.28331)",45.28331,-66.02265,303.23,0.43,0.62,2023-10-01,527,2023/10/01 05:27:00+00,n,282.75,0.76
"POINT (-66.05055 46.08574)",46.08574,-66.05055,299.92,0.44,0.62,2023-10-01,527,2023/10/01 05:27:00+00,n,280.68,0.89
"POINT (-73.26663 45.82341)",45.82341,-73.26663,305.84,0.44,0.38,2023-10-01,707,2023/10/01 07:07:00+00,n,285.11,0.91
"POINT (-73.24901 45.8384)",45.8384,-73.24901,321.13,0.44,0.38,2023-10-01,707,2023/10/01 07:07:00+00,n,289.22,1.94
"POINT (-73.1425 46.04372)",46.04372,-73.1425,325.12,0.44,0.38,2023-10-01,707,2023/10/01 07:07:00+00,n,288.99,3.51
"POINT (-72.37703 45.81871)",45.81871,-72.37703,296.88,0.46,0.39,2023-10-01,707,2023/10/01 07:07:00+00,n,282.33,0.48
"POINT (-72.3875 46.37176)",46.37176,-72.3875,295.52,0.45,0.39,2023-10-01,707,2023/10/01 07:07:00+00,n,285,0.52
"POINT (-72.38815 46.37043)",46.37043,-72.38815,295.65,0.45,0.39,2023-10-01,707,2023/10/01 07:07:00+00,n,284.65,0.65
"POINT (-66.01817 45.28266)",45.28266,-66.01817,302.58,0.59,0.53,2023-10-01,707,2023/10/01 07:07:00+00,n,284.08,0.85
"POINT (-79.70154 40.79681)",40.79681,-79.70154,302.44,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,285.43,0.64
"POINT (-87.43396 41.68122)",41.68122,-87.43396,304.44,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,289.25,1.52
"POINT (-87.42174 41.68024)",41.68024,-87.42174,317.14,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,293.87,2.42
"POINT (-87.4346 41.67669)",41.67669,-87.4346,311.42,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,290.87,1.52
"POINT (-87.46578 41.67459)",41.67459,-87.46578,301.87,0.51,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,289.1,1.09
"POINT (-87.45963 41.6741)",41.6741,-87.45963,304.36,0.51,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,289.21,1.09
"POINT (-87.45351 41.67362)",41.67362,-87.45351,301.48,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,290.27,1.48
"POINT (-87.43527 41.67216)",41.67216,-87.43527,303.12,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,289.57,1.46
"POINT (-86.4867 39.87543)",39.87543,-86.4867,303.17,0.43,0.46,2023-10-01,709,2023/10/01 07:09:00+00,n,290.4,1
"POINT (-81.52608 39.36823)",39.36823,-81.52608,316.14,0.41,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,288.73,1.08
"POINT (-76.78374 38.84671)",38.84671,-76.78374,296.6,0.42,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,285.34,0.43
"POINT (-82.14787 39.73183)",39.73183,-82.14787,300.6,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,286.64,0.56
"POINT (-77.97117 39.15096)",39.15096,-77.97117,300.25,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,285.56,0.56
"POINT (-86.55378 40.33051)",40.33051,-86.55378,304.33,0.44,0.46,2023-10-01,709,2023/10/01 07:09:00+00,n,287.46,0.64
"POINT (-89.63929 40.63911)",40.63911,-89.63929,327.83,0.32,0.55,2023-10-01,709,2023/10/01 07:09:00+00,n,291.72,2.13
"POINT (-77.97697 39.43325)",39.43325,-77.97697,300.53,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,286.78,0.85
"POINT (-79.83918 39.89421)",39.89421,-79.83918,298.46,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,285.66,0.48
"POINT (-86.43772 40.73412)",40.73412,-86.43772,302.64,0.44,0.46,2023-10-01,709,2023/10/01 07:09:00+00,n,286.56,1.78
"POINT (-77.1698 39.56112)",39.56112,-77.1698,298.68,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,286.54,0.64
"POINT (-77.17441 39.56193)",39.56193,-77.17441,299.34,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,286.01,0.64
"POINT (-93.96223 41.23854)",41.23854,-93.96223,301.36,0.55,0.68,2023-10-01,709,2023/10/01 07:09:00+00,n,288.88,0.67
"POINT (-81.01991 40.23622)",40.23622,-81.01991,298.82,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,284.43,0.52
"POINT (-86.69593 40.89649)",40.89649,-86.69593,302.73,0.45,0.47,2023-10-01,709,2023/10/01 07:09:00+00,n,286.14,0.55
"POINT (-83.13669 40.5696)",40.5696,-83.13669,316.85,0.47,0.39,2023-10-01,709,2023/10/01 07:09:00+00,n,287.27,2.37
"POINT (-84.12663 40.7217)",40.7217,-84.12663,302.89,0.51,0.41,2023-10-01,709,2023/10/01 07:09:00+00,n,289.76,1.31
"POINT (-79.58374 40.13153)",40.13153,-79.58374,298.61,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,284.38,0.32
"POINT (-75.63677 39.58539)",39.58539,-75.63677,302.8,0.44,0.39,2023-10-01,709,2023/10/01 07:09:00+00,n,288.71,0.73
"POINT (-79.87922 40.30544)",40.30544,-79.87922,313.8,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,291.39,2.07
"POINT (-75.63568 39.58886)",39.58886,-75.63568,300.4,0.44,0.39,2023-10-01,709,2023/10/01 07:09:00+00,n,289.11,0.73
"POINT (-80.25002 40.38384)",40.38384,-80.25002,298.78,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,284.36,0.4
"POINT (-74.54351 39.42463)",39.42463,-74.54351,298.63,0.49,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,286.34,0.42
"POINT (-90.6871 41.46391)",41.46391,-90.6871,308.57,0.37,0.58,2023-10-01,709,2023/10/01 07:09:00+00,n,291.12,0.98
"POINT (-90.83491 41.48245)",41.48245,-90.83491,319.89,0.38,0.59,2023-10-01,709,2023/10/01 07:09:00+00,n,289.77,1.29
"POINT (-80.28465 40.454)",40.454,-80.28465,305.6,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,286,0.91
"POINT (-79.85207 40.39356)",40.39356,-79.85207,298.36,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,286.84,2.44
"POINT (-79.86112 40.39491)",40.39491,-79.86112,310.47,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,287.73,4.17
"POINT (-79.85659 40.39424)",40.39424,-79.85659,346.87,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,291.27,4.17
"POINT (-79.85573 40.39752)",40.39752,-79.85573,319.31,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,288.5,1.03
"POINT (-79.86026 40.3982)",40.3982,-79.86026,301.2,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,288.08,1.03
"POINT (-79.79968 40.4059)",40.4059,-79.79968,300.69,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,285.81,0.35
"POINT (-90.83346 41.48397)",41.48397,-90.83346,313.68,0.38,0.59,2023-10-01,709,2023/10/01 07:09:00+00,n,289.58,0.89
"POINT (-76.81437 39.93787)",39.93787,-76.81437,295.44,0.41,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,285.44,0.61
"POINT (-76.81335 39.94122)",39.94122,-76.81335,302.62,0.41,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,286.02,0.94
"POINT (-76.76704 39.94707)",39.94707,-76.76704,297.84,0.41,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,285.25,0.45
"POINT (-76.5982 39.96293)",39.96293,-76.5982,312.42,0.41,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,285.84,0.98
"POINT (-77.50645 40.13749)",40.13749,-77.50645,302.17,0.39,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,285.01,0.64
"POINT (-81.44118 40.75628)",40.75628,-81.44118,318.85,0.41,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,287.89,2.93
"POINT (-81.43062 40.75838)",40.75838,-81.43062,301.43,0.41,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,285.64,0.41
"POINT (-80.34706 40.667)",40.667,-80.34706,306.46,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,287,1.44
"POINT (-80.33618 40.6723)",40.6723,-80.33618,305.91,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,287.48,0.52
"POINT (-83.42245 41.09454)",41.09454,-83.42245,301.65,0.48,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,284.76,0.85
"POINT (-83.4219 41.09304)",41.09304,-83.4219,297.63,0.48,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,284.7,0.59
"POINT (-79.81521 40.67736)",40.67736,-79.81521,322.78,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,285.52,1.51
"POINT (-84.92514 41.36869)",41.36869,-84.92514,327.86,0.57,0.43,2023-10-01,709,2023/10/01 07:09:00+00,n,287.49,6.44
"POINT (-84.92499 41.36716)",41.36716,-84.92499,331.7,0.57,0.43,2023-10-01,709,2023/10/01 07:09:00+00,n,287.34,5.73
"POINT (-84.91749 41.37045)",41.37045,-84.91749,307.95,0.57,0.43,2023-10-01,709,2023/10/01 07:09:00+00,n,288.33,3.35
"POINT (-87.33344 41.61389)",41.61389,-87.33344,302.98,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,289.13,1.16
"POINT (-87.35152 41.6153)",41.6153,-87.35152,298.92,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,288.26,1.19
"POINT (-87.32677 41.61792)",41.61792,-87.32677,301.68,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,289.72,1.67
"POINT (-87.33278 41.61839)",41.61839,-87.33278,305.63,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,290.11,1.16
"POINT (-87.34422 41.62384)",41.62384,-87.34422,299.52,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,288.97,0.88
"POINT (-87.35024 41.62431)",41.62431,-87.35024,311.22,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,289.23,0.88
"POINT (-83.21213 41.22555)",41.22555,-83.21213,303.75,0.48,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,286.28,1.07
"POINT (-87.33158 41.6274)",41.6274,-87.33158,300.15,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,288.07,2.09
"POINT (-87.34363 41.62835)",41.62835,-87.34363,297.87,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,287.57,0.88
"POINT (-87.3677 41.63024)",41.63024,-87.3677,298.75,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,288.52,1.46
"POINT (-87.40878 41.6426)",41.6426,-87.40878,318.21,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,290.33,2.36
"POINT (-87.14528 41.62609)",41.62609,-87.14528,303.58,0.49,0.48,2023-10-01,709,2023/10/01 07:09:00+00,n,288.59,1.05
"POINT (-87.13805 41.63453)",41.63453,-87.13805,300.64,0.49,0.48,2023-10-01,709,2023/10/01 07:09:00+00,n,289.44,3.17
"POINT (-87.42434 41.66213)",41.66213,-87.42434,307.45,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,289.62,1.72
"POINT (-87.13153 41.6385)",41.6385,-87.13153,320.42,0.49,0.48,2023-10-01,709,2023/10/01 07:09:00+00,n,289.79,3.97
"POINT (-87.13741 41.63898)",41.63898,-87.13741,338.61,0.49,0.48,2023-10-01,709,2023/10/01 07:09:00+00,n,291.9,3.17
"POINT (-87.14334 41.63947)",41.63947,-87.14334,322.33,0.49,0.48,2023-10-01,709,2023/10/01 07:09:00+00,n,291.72,3.17
"POINT (-87.13094 41.64296)",41.64296,-87.13094,301.19,0.49,0.48,2023-10-01,709,2023/10/01 07:09:00+00,n,289.06,1.09
"POINT (-87.13683 41.64344)",41.64344,-87.13683,310.58,0.49,0.48,2023-10-01,709,2023/10/01 07:09:00+00,n,290.7,3.07
"POINT (-87.14273 41.64393)",41.64393,-87.14273,332.63,0.49,0.48,2023-10-01,709,2023/10/01 07:09:00+00,n,290.81,3.07
"POINT (-73.9109 45.78347)",45.78347,-73.9109,296.57,0.42,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,282.9,0.31
"POINT (-73.52605 45.64364)",45.64364,-73.52605,298.21,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,288.03,1.06
"POINT (-73.52527 45.33993)",45.33993,-73.52527,303.57,0.44,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,286.39,1.21
"POINT (-73.01194 45.1114)",45.1114,-73.01194,303.79,0.45,0.39,2023-10-01,709,2023/10/01 07:09:00+00,n,284.53,0.99
"POINT (-74.99201 45.30559)",45.30559,-74.99201,304.45,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,282.71,0.73
"POINT (-77.38599 44.45915)",44.45915,-77.38599,324.76,0.38,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,284.61,2.65
"POINT (-77.39075 44.4599)",44.4599,-77.39075,311.93,0.38,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,282.96,2.65
"POINT (-76.80211 44.16958)",44.16958,-76.80211,295.81,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,285.56,0.51
"POINT (-76.80314 44.16632)",44.16632,-76.80314,299.41,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,286.65,0.72
"POINT (-77.12 44.05357)",44.05357,-77.12,306.89,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,288.21,1.23
"POINT (-78.90789 43.85817)",43.85817,-78.90789,309.81,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,287.43,0.84
"POINT (-79.62759 43.49194)",43.49194,-79.62759,299.56,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,285.27,0.6
"POINT (-78.27567 43.25098)",43.25098,-78.27567,296.01,0.38,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,284.66,0.49
"POINT (-76.57444 42.95364)",42.95364,-76.57444,299.16,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,285.19,0.72
"POINT (-75.59772 42.78146)",42.78146,-75.59772,303.92,0.41,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,284.02,0.85
"POINT (-77.38367 43.08213)",43.08213,-77.38367,303.49,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,283.34,0.61
"POINT (-77.18886 42.94053)",42.94053,-77.18886,317.81,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,284.79,1.54
"POINT (-74.75323 42.47656)",42.47656,-74.75323,309.72,0.44,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,282.1,1.28
"POINT (-79.79554 43.27384)",43.27384,-79.79554,326.26,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,289.34,1.6
"POINT (-79.82474 43.27793)",43.27793,-79.82474,299.61,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,287.89,0.68
"POINT (-79.80526 43.2752)",43.2752,-79.80526,307.98,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,287.89,0.79
"POINT (-79.8004 43.27452)",43.27452,-79.8004,301.11,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,289.23,1.6
"POINT (-79.80614 43.27187)",43.27187,-79.80614,321.53,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,289.39,2.13
"POINT (-79.80128 43.27118)",43.27118,-79.80128,301.77,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,288.29,1.1
"POINT (-79.80701 43.26854)",43.26854,-79.80701,324.2,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,290.53,2.13
"POINT (-79.9873 43.29365)",43.29365,-79.9873,303.53,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,286.99,0.82
"POINT (-79.8079 43.2652)",43.2652,-79.8079,304.04,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,287.27,0.63
"POINT (-79.78447 43.25846)",43.25846,-79.78447,299.35,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,287.82,0.47
"POINT (-79.17424 43.12384)",43.12384,-79.17424,301,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,284.1,0.36
"POINT (-80.89815 43.10479)",43.10479,-80.89815,297.86,0.42,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,285.01,0.61
"POINT (-80.85904 43.07144)",43.07144,-80.85904,313.3,0.42,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,285.09,1.65
"POINT (-81.87287 42.9685)",42.9685,-81.87287,305.12,0.45,0.39,2023-10-01,709,2023/10/01 07:09:00+00,n,284.26,1.24
"POINT (-81.32884 42.81769)",42.81769,-81.32884,312.79,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,283.17,0.83
"POINT (-75.73865 41.79348)",41.79348,-75.73865,296.04,0.42,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,284.39,0.31
"POINT (-82.05293 42.31372)",42.31372,-82.05293,316.55,0.44,0.39,2023-10-01,709,2023/10/01 07:09:00+00,n,285.01,1.13
"POINT (-83.15748 42.30437)",42.30437,-83.15748,300.69,0.49,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,288.21,1.71
"POINT (-83.15237 42.30003)",42.30003,-83.15237,300.5,0.49,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,286.36,0.8
"POINT (-83.17083 42.29834)",42.29834,-83.17083,309.08,0.49,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,286.67,1.45
"POINT (-83.1657 42.29399)",42.29399,-83.1657,328.14,0.49,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,287.14,3.42
"POINT (-83.11349 42.2843)",42.2843,-83.11349,304.18,0.48,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,287.5,0.96
"POINT (-83.12679 42.27827)",42.27827,-83.12679,298.21,0.49,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,287,0.55
"POINT (-83.43513 42.26601)",42.26601,-83.43513,295.51,0.5,0.41,2023-10-01,709,2023/10/01 07:09:00+00,n,284.38,0.32
"POINT (-74.21384 40.63718)",40.63718,-74.21384,296.32,0.48,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,285.97,1.93
"POINT (-74.22616 40.63582)",40.63582,-74.22616,298.3,0.48,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,287.72,1.31
"POINT (-74.22684 40.63622)",40.63622,-74.22684,297.99,0.48,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,287.12,0.89
"POINT (-74.2213 40.63513)",40.63513,-74.2213,300.05,0.48,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,289.28,0.89
"POINT (-81.28361 41.74962)",41.74962,-81.28361,300.03,0.42,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,287.56,0.74
"POINT (-75.30412 40.72904)",40.72904,-75.30412,297.44,0.44,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,285.18,0.76
"POINT (-75.30074 40.72804)",40.72804,-75.30074,296.39,0.44,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,284.66,0.59
"POINT (-78.63817 41.28524)",41.28524,-78.63817,299.2,0.38,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,284.28,0.42
"POINT (-75.39619 40.71665)",40.71665,-75.39619,306.83,0.44,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,286.42,1.16
"POINT (-75.30798 40.62309)",40.62309,-75.30798,299.92,0.44,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,285.67,0.61
"POINT (-75.30516 40.62212)",40.62212,-75.30516,302.43,0.44,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,285.83,0.79
"POINT (-85.44938 41.9201)",41.9201,-85.44938,296.07,0.4,0.45,2023-10-01,709,2023/10/01 07:09:00+00,n,285.65,0.46
"POINT (-76.37842 40.66898)",40.66898,-76.37842,315.33,0.41,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,284.95,0.88
"POINT (-93.54287 42.37962)",42.37962,-93.54287,325.77,0.53,0.67,2023-10-01,709,2023/10/01 07:09:00+00,n,289.13,2.59
"POINT (-81.66352 41.47797)",41.47797,-81.66352,326.12,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,287.08,2.14
"POINT (-93.54943 42.37977)",42.37977,-93.54943,303.09,0.53,0.67,2023-10-01,709,2023/10/01 07:09:00+00,n,287.97,2.59
"POINT (-77.71284 40.8926)",40.8926,-77.71284,319.84,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,285.42,1.86
"POINT (-77.7083 40.89185)",40.89185,-77.7083,306.98,0.39,0.36,2023-10-01,709,2023/10/01 07:09:00+00,n,285.31,1.41
"POINT (-81.66432 41.47453)",41.47453,-81.66432,312.33,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,287.94,2
"POINT (-81.67689 41.46548)",41.46548,-81.67689,331.49,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,288.79,2.86
"POINT (-83.45366 41.68039)",41.68039,-83.45366,300.84,0.49,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,289.82,1.1
"POINT (-81.6718 41.46482)",41.46482,-81.6718,315.95,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,288.38,2.86
"POINT (-81.67768 41.46203)",41.46203,-81.67768,328.83,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,286.73,3.02
"POINT (-81.67847 41.45858)",41.45858,-81.67847,315.96,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,286.95,3.02
"POINT (-81.67927 41.45512)",41.45512,-81.67927,307.54,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,285.47,1.42
"POINT (-81.67415 41.45447)",41.45447,-81.67415,300.55,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,285.4,1.42
"POINT (-81.68006 41.45167)",41.45167,-81.68006,324.38,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,287.68,1.42
"POINT (-83.5004 41.63486)",41.63486,-83.5004,300.61,0.49,0.41,2023-10-01,709,2023/10/01 07:09:00+00,n,289.15,1.64
"POINT (-75.89362 40.47084)",40.47084,-75.89362,299.16,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,286.29,0.82
"POINT (-80.81612 41.20733)",41.20733,-80.81612,304.4,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,286.91,0.86
"POINT (-84.04613 41.5694)",41.5694,-84.04613,324.34,0.52,0.41,2023-10-01,709,2023/10/01 07:09:00+00,n,288.24,3.55
"POINT (-84.0586 41.57077)",41.57077,-84.0586,298.66,0.52,0.42,2023-10-01,709,2023/10/01 07:09:00+00,n,284.68,0.91
"POINT (-84.05236 41.57008)",41.57008,-84.05236,299.38,0.52,0.42,2023-10-01,709,2023/10/01 07:09:00+00,n,287.13,0.91
"POINT (-74.76803 40.15509)",40.15509,-74.76803,323.31,0.47,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,286.41,1.87
"POINT (-83.36544 41.47008)",41.47008,-83.36544,326.4,0.49,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,288.8,3.1
"POINT (-83.36692 41.46271)",41.46271,-83.36692,300.89,0.49,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,286.68,1
"POINT (-74.25044 40.02615)",40.02615,-74.25044,297.23,0.49,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,285.52,0.5
"POINT (-74.76933 40.07115)",40.07115,-74.76933,297.3,0.47,0.4,2023-10-01,709,2023/10/01 07:09:00+00,n,284.09,0.28
"POINT (-80.52301 40.9977)",40.9977,-80.52301,319.17,0.4,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,285.6,1.42
"POINT (-87.42688 41.68613)",41.68613,-87.42688,342.82,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,291.56,7.53
"POINT (-87.42138 41.68114)",41.68114,-87.42138,316.06,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,293.99,3.58
"POINT (-81.10211 41.02216)",41.02216,-81.10211,298.9,0.41,0.37,2023-10-01,709,2023/10/01 07:09:00+00,n,285.62,0.47
"POINT (-75.89934 40.17393)",40.17393,-75.89934,304.45,0.43,0.38,2023-10-01,709,2023/10/01 07:09:00+00,n,285.72,0.61
"POINT (-87.42722 41.68526)",41.68526,-87.42722,341.86,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,292.88,4.78
"POINT (-87.42113 41.68477)",41.68477,-87.42113,306.74,0.5,0.49,2023-10-01,709,2023/10/01 07:09:00+00,n,291.85,4.78
"POINT (-77.45166 37.17992)",37.17992,-77.45166,297.88,0.42,0.37,2023-10-01,712,2023/10/01 07:12:00+00,n,287.68,0.6
"POINT (-92.13667 38.39365)",38.39365,-92.13667,305.25,0.42,0.61,2023-10-01,712,2023/10/01 07:12:00+00,n,289.54,0.56
"POINT (-86.14371 38.0059)",38.0059,-86.14371,297.22,0.39,0.44,2023-10-01,712,2023/10/01 07:12:00+00,n,285.54,0.38
"POINT (-80.00073 37.27412)",37.27412,-80.00073,325.43,0.38,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,287.49,2.24
"POINT (-80.66471 37.38284)",37.38284,-80.66471,316.91,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,288.29,1.24
"POINT (-77.43031 36.49636)",36.49636,-77.43031,299.86,0.42,0.38,2023-10-01,712,2023/10/01 07:12:00+00,n,285.8,0.54
"POINT (-90.08234 38.00996)",38.00996,-90.08234,317.41,0.32,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,292.55,2.08
"POINT (-90.07919 37.96914)",37.96914,-90.07919,327.6,0.32,0.55,2023-10-01,712,2023/10/01 07:12:00+00,n,292.06,2.23
"POINT (-83.52711 37.34913)",37.34913,-83.52711,297.77,0.45,0.39,2023-10-01,712,2023/10/01 07:12:00+00,n,286.1,0.4
"POINT (-87.55601 37.66523)",37.66523,-87.55601,300.79,0.46,0.47,2023-10-01,712,2023/10/01 07:12:00+00,n,288.83,0.71
"POINT (-87.55664 37.66087)",37.66087,-87.55664,305.61,0.46,0.47,2023-10-01,712,2023/10/01 07:12:00+00,n,289.38,0.98
"POINT (-87.18646 37.32481)",37.32481,-87.18646,307.06,0.44,0.46,2023-10-01,712,2023/10/01 07:12:00+00,n,288.32,4.75
"POINT (-79.60921 36.62802)",36.62802,-79.60921,296.77,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,286.52,0.32
"POINT (-80.95845 36.82458)",36.82458,-80.95845,297.5,0.39,0.36,2023-10-01,712,2023/10/01 07:12:00+00,n,285.4,0.4
